SEASON,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,SERIES_WINS,POSTSEASON_FINISH,QUALIFIER_METHOD,QUALIFIER_VALIDATION,MPG,PPG,FGA_PER_GAME,AST_TO_RATIO,SCORING_LOAD,CREATION_ENGINE,IMPACT_SIGNAL,MINUTES_LOAD,PRIMARY_SCORE,SECONDARY_SCORE,ROLE_SCORE,ROLE_RANK,OPTION_RANK,PRIMARY_PLAYER_ID,PRIMARY_PLAYER_NAME,PRIMARY_USG_PCT,PRIMARY_AST_PCT,MODEL_PRIMARY_PLAYER_NAME,MODEL_SECONDARY_PLAYER_NAME,ROLE_DECISION_STATUS,ROLE_DECISION_REASON,ROLE_PAIRING_SOURCE,PTS_PER_75,FG3A_PER_75,STOCKS_PER_75,TEAM_PTS_SHARE,TEAM_FGA_SHARE,TEAM_AST_SHARE,TEAM_MIN_SHARE,TEAM_REB_SHARE,TEAM_BLK_SHARE,ERA_PPG_MEAN,ERA_PPG_STD,ERA_PPG_PERCENTILE,ERA_PTS75_MEAN,ERA_PTS75_STD,ERA_PTS75_PERCENTILE,ERA_TS_MEAN,ERA_TS_STD,ERA_TS_PERCENTILE,ERA_USG_MEAN,ERA_USG_STD,ERA_USG_PERCENTILE,ERA_AST_MEAN,ERA_AST_STD,ERA_AST_PERCENTILE,ERA_FG3A75_MEAN,ERA_FG3A75_STD,ERA_FG3A75_PERCENTILE,ERA_MPG_MEAN,ERA_MPG_STD,ERA_MPG_PERCENTILE,ERA_STOCKS75_MEAN,ERA_STOCKS75_STD,ERA_STOCKS75_PERCENTILE,ERA_ENVIRONMENT_SAMPLE_PLAYERS,ERA_ENVIRONMENT_SAMPLE_POSSESSIONS,ERA_PLAYOFF_TS_PCT,ERA_PLAYOFF_3PA_RATE,ERA_PLAYOFF_FTA_RATE,ERA_PLAYOFF_PACE,ERA_PLAYOFF_OFF_RATING,RELATIVE_TS_PCT,ERA_BASELINE_METHOD,DEEPEST_ROUND_TEAM_GAMES,DEEPEST_ROUND_GAMES_PLAYED,DEEPEST_ROUND_AVAILABILITY,DEEPEST_ROUND_MPG,DEEPEST_ROUND_PPG,DEEPEST_ROUND_TS_PCT,DEEPEST_ROUND_AST_PG,DEEPEST_ROUND_REB_PG,DEEPEST_ROUND_TEAM_PTS_SHARE,DEEPEST_ROUND_TEAM_FGA_SHARE,PRIMARY_DEEPEST_ROUND_GAMES_PLAYED,PRIMARY_DEEPEST_ROUND_AVAILABILITY,PRIMARY_DEEPEST_ROUND_MPG,DEEPEST_ROUND_STATUS,RANKING_ELIGIBLE,RANKING_ELIGIBILITY_REASON,PLAYOFF_LEAGUE_TS_PCT,TS_PLUS,EB_FG3_PCT,EB_PRIOR_ALPHA,EB_PRIOR_BETA,RUN_CONFIDENCE,OPPONENT_SRS_WEIGHTED,OPPONENT_SRS_MAX,OPPONENT_SERIES_COUNT,OPPONENT_SRS_STATUS,PAIR_NET_RATING,PRIMARY_WITHOUT_SECOND_NET_RATING,SECOND_WITHOUT_PRIMARY_NET_RATING,NEITHER_NET_RATING,PAIR_SYNERGY_DELTA,CONTEXTUAL_INTERACTION,PAIR_SAMPLE,PRIMARY_WITHOUT_SECOND_SAMPLE,SECOND_WITHOUT_PRIMARY_SAMPLE,NEITHER_SAMPLE,SYNERGY_STATUS,SYNERGY_INTERPRETATION,SYNERGY_CONFIDENCE,BPM_STATUS,BPM_MATCH_METHOD,BPM,OBPM,DBPM,PER,WS_PER_48,OWS,DWS,WS,VORP,DRB_PCT,TOV_PCT,BBR_BPM_PERCENTILE,BBR_OBPM_PERCENTILE,BBR_DBPM_PERCENTILE,BBR_VORP_PERCENTILE,BBR_WS_PERCENTILE,BBR_DWS_PERCENTILE,POSITION_3PAR_PERCENTILE,POSITION_TS_PERCENTILE,POSITION,POSITION_GROUP,ISO_POSS_PCT,ISO_PPP,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,RIM_DFG_PCT,RIM_DFG_DIFF,LATE_CLOCK_FGA,LATE_CLOCK_PTS,TRACKING_STATUS,PRIMARY_MIN,PRIMARY_FG3A,PRIMARY_BLK,PRIMARY_EB_FG3_PCT,PRIMARY_ISO_POSS_PCT,PRIMARY_ISO_PPP,PRIMARY_CATCH_SHOOT_FG3A,PRIMARY_RIM_DFG_DIFF,PRIMARY_LATE_CLOCK_FGA,FG3A_PER_36,BLK_PER_36,CATCH_SHOOT_FG3A_PER_36,LATE_CLOCK_FGA_PER_36,FG2A_PER_36,FG2_PCT,FTA_PER_36,CREATION_SCORE_COVERAGE,CREATION_SCORE_STATUS,CREATION_SCORE,OFF_BALL_SCORE_COVERAGE,OFF_BALL_SCORE_STATUS,OFF_BALL_SCORE,DEFENSIVE_SCORE_COVERAGE,DEFENSIVE_SCORE_STATUS,DEFENSIVE_SCORE,DEFENSIVE_SCORE_RAW,DEFENSIVE_SCORE_METHOD,INTERIOR_GRAVITY_SCORE,INTERIOR_GRAVITY_COVERAGE,SCALABLE_OFFENSE_SCORE,DOMINANT_ARCHETYPE,PRIMARY_FG3A_PER_36,PRIMARY_BLK_PER_36,PRIMARY_CATCH_SHOOT_FG3A_PER_36,PRIMARY_CREATION_CAPABILITY,PRIMARY_OFF_BALL_CAPABILITY,PRIMARY_DEFENSIVE_CAPABILITY,PRIMARY_PRESSURE_VALVE_NEED,PRIMARY_SPACING_NEED,PRIMARY_DEFENSIVE_COVER_NEED,PRESSURE_VALVE_FIT,GRAVITY_FIT,DEFENSIVE_COVER_FIT,LEGACY_GAP_FILL_FIT,NEED_NORMALIZED_FIT,DEFENSIVE_NEED_SHARE,STRENGTH_AMPLIFICATION_SCORE,STRENGTH_AMPLIFICATION_COVERAGE,ROLE_COMPATIBILITY_SCORE,COMPLEMENT_FIT_COVERAGE,COMPLEMENT_FIT_SCORE,COMPLEMENT_FIT_STATUS,ERA_BPM_PERCENTILE,IN_ERA_PRODUCTION_SCORE,PRODUCTION_SCORE,PRODUCTION_SCORE_STATUS,CONTEXTUAL_INTERACTION_SCORE,OVERALL_EVIDENCE_SCORE,NET_IMPACT_SCORE,NET_IMPACT_SCORE_STATUS,PROVISIONAL_EVIDENCE_SCORE,BEST_SECOND_OPTION_SCORE,RANKING_METHOD,ROLE_BURDEN_SCORE,CUMULATIVE_IMPACT_SCORE,TERMINAL_RESPONSIBILITY_SCORE,HISTORICAL_DEFENSE_EVIDENCE_SCORE,BALANCED_SCORECARD_SCORE,BALANCED_SCORECARD_COVERAGE,ERA_ADJUSTMENT_STATUS,OBSERVED_PERFORMANCE_SCORE,FULL_RUN_OFFENSIVE_RESPONSIBILITY_SCORE,ROLE_ROUTE_RESPONSIBILITY_SCORE,ROLE_RESPONSIBILITY_SCORE,DEFENSIVE_EVIDENCE_SCORE,FIT_EVIDENCE_SCORE,FIT_EVIDENCE_STATUS,SCHEDULE_DIFFICULTY_SCORE,SCHEDULE_DIFFICULTY_STATUS,SIMPLE_BALANCED_CORE_SCORE,FINISH_CONTEXT_ADJUSTMENT,SRS_CONTEXT_ADJUSTMENT,TERMINAL_CONTEXT_ADJUSTMENT,TOTAL_CONTEXT_ADJUSTMENT,SIMPLE_BALANCED_SCORE,SIMPLE_SCORE_COVERAGE,SIMPLE_RANKING_METHOD,ROBUSTNESS_FIRST_PROBABILITY,ROBUSTNESS_TOP_5_PROBABILITY,ROBUSTNESS_TOP_10_PROBABILITY,ROBUSTNESS_SCORE_P10,ROBUSTNESS_SCORE_P90,ROBUSTNESS_SIMULATIONS,ROBUSTNESS_SEED
2019-20,203076,Anthony Davis,Anthony,1610612747,LAL,27.0,21,16,5,0.762,768.8516666666667,205,359,0.571,23,60,0.383,149,179,0.832,55,149,204,73,53,26,30,16,56,136,582,184,1051.3,12,0,994.0,1100.0,1,1,154,25,2,2,3,24,27,29,74,2,2,67,1,3,2,14,4,4,1,210,212,2,1,1,2,2,7,2,2.0,1,114.6,117.4,117.4,104.2,105.8,105.8,10.4,11.6,11.6,0.156,1.38,13.0,0.074,0.198,0.136,9.4,9.4,0.603,0.6647478070175439,0.271,0.275,99.54,97.64,81.37,97.64,0.194,1565,9.8,17.1,42,32,32,73,85,85,35,30,30,68,103,124,29,46,34,112,112,42,27,17,19,130,166,166,19,8,17,4,Champion,SERIES_INFERENCE,POROUND_FILTER_IGNORED,36.611984126984126,27.714285714285715,17.095238095238095,1.3773584905660377,93.68647807396302,30.20651455867031,78.07486631016044,100.0,71.05526217472641,84.53183546597509,71.05526217472641,2,2,2544,LeBron James,0.296,0.421,LeBron James,Anthony Davis,CLEAR,Model proposal retained.,MODEL_PROPOSAL,27.89137380191693,2.8753993610223643,2.68370607028754,0.2456732798649219,0.2035147392290249,0.1356877323420074,0.1525499338624338,0.2203023758099352,0.2678571428571428,13.1346416547518,7.093717288877355,96.15384615384616,16.069953706153395,5.491153753332492,94.6153846153846,0.5752759328783092,0.058512585734258,93.07692307692308,0.1895384615384615,0.0595583945960928,86.92307692307692,0.1490923076923077,0.0962779187204215,56.15384615384615,5.414195873171859,2.1325361715991464,10.0,28.31364526058439,7.725805747380409,80.76923076923077,1.7479372016245955,0.6199576695618773,96.15384615384616,65,56337,0.5807301849357721,0.4261977573904179,0.2868501529051988,99.01076923076924,110.02307692307691,0.0840176220817717,ALL_PLAYOFF_ROTATION_PLAYERS,6,6,1.0,38.333333333333336,25.0,0.6691648822269808,3.1666666666666665,10.666666666666666,0.2272727272727272,0.192156862745098,6,1.0,39.333333333333336,COMPLETE,True,Both stars played at least half of terminal-series games at 15+ MPG,0.5736963368225545,115.87102171495158,0.3645535948447042,90.0116144018583,159.98838559814172,HIGH,2.0329672447013487,3.13,4,COMPLETE,14.12623089983022,1.708980582524272,1.7609589041095894,-41.45643564356436,12.41725031730595,-30.800144230368,1178.0,412.0,438.0,101.0,COMPLETE,CONTEXTUAL_NOT_CAUSAL,LOW,COMPLETE,NORMALIZED_NAME,8.7,6.5,2.1,29.6,0.284,3.3,1.2,4.5,2.1,22.7,10.8,93.84615384615384,95.3846153846154,83.07692307692308,98.46153846153848,100.0,97.6923076923077,20.0,84.0,PF,BIG,,,50.0,0.38,0.528,-0.093,86.0,86.0,COMPLETE,761.7116666666667,119,18,0.3631751067801038,,,37.0,0.023,105.0,2.80938455835651,1.404692279178255,2.3411537986304247,4.026784533644331,14.000099715809942,0.6086956521739131,8.381330599096922,0.6666666666666666,PARTIAL,52.95673076923077,1.0,COMPLETE,38.333333333333336,1.0,COMPLETE,93.75,90.1923076923077,POSITION_GROUP_NEARBY_ERA_PERCENTILE,93.75,1.0,93.75,Defensive Anchor,5.624175376947095,0.8507156032356951,1.7486931844289288,73.75,52.083333333333336,46.875,73.75,47.916666666666664,53.125,39.05558894230769,18.368055555555557,49.8046875,35.74277733262108,76.53806041991382,0.3039332538736591,66.18579760307392,1.0,71.17395995646342,0.9444444444444444,71.17395995646342,PARTIAL,93.84615384615384,92.06378726492842,92.06378726492842,COMPLETE,9.210526315789473,83.77846117001452,83.77846117001452,COMPLETE,92.06378726492842,92.06378726492842,OBSERVED_PRODUCTION_GEOMEAN_FIT_DESCRIPTIVE_ONLY,74.42470138227553,99.2277876713668,64.79261577242983,92.0666789594516,83.48596037485358,1.0,COMPLETE,93.84405207566999,68.75,90.57110466368403,70.09724311547107,92.0666789594516,69.99762884777101,COVERAGE_SHRUNK,12.500000000000002,BASKETBALL_REFERENCE_SRS,85.75630053242685,3.5,-0.375,0.1875,3.3125,89.06880053242685,1.0,CORE_GEOMEAN_RATE43_RUN22_RESPONSIBILITY15_FIT20_PLUS_BOUNDED_CONTEXT,0.70715,1.0,1.0,88.07782496100967,91.29245323191309,20000,20260910
2000-01,977,Kobe Bryant,Kobe,1610612747,LAL,22.0,16,15,1,0.938,693.5716666666667,168,358,0.469,11,34,0.324,124,151,0.821,29,87,116,97,51,25,12,29,53,0,471,213,815.7,5,0,769.0,892.0,17,1,10,10,7,3,2,55,21,21,65,2,3,56,16,11,10,6,4,6,14,188,181,17,3,1,4,6,2,4,4.0,1,110.4,111.5,111.5,95.2,95.6,95.6,15.2,16.0,16.0,0.25,1.9,17.0,0.042,0.119,0.082,8.9,8.9,0.485,0.5548487418716427,0.298,0.303,93.93,93.29,77.74,93.29,0.176,1347,10.5,22.4,16,9,9,27,38,38,12,9,9,28,53,66,79,73,75,76,77,64,47,11,10,61,86,86,10,4,7,4,Champion,SERIES_INFERENCE,POROUND_FILTER_IGNORED,43.34822916666667,29.4375,22.375,1.9019607843137256,94.73491975650248,83.10900631439017,86.04651162790697,100.0,89.3382977038948,92.09790079874702,89.3382977038948,1,2,406,Shaquille O'Neal,0.321,0.147,Kobe Bryant,Shaquille O'Neal,OWNER_REVIEWED,Owner-reviewed: Shaq was the primary star; Kobe was the second option.,OWNER_REVIEWED,26.224944320712694,1.893095768374165,2.060133630289532,0.2847642079806529,0.2734912146676853,0.2657534246575342,0.1794493316084519,0.1504539559014267,0.1304347826086956,12.726753163449937,7.659436713851978,95.53571428571428,14.959659581931009,5.4330405421211445,95.53571428571428,0.517702098085489,0.061755442690447,66.96428571428571,0.1892678571428571,0.0621701269189829,91.96428571428572,0.1445357142857143,0.08557786018043,83.03571428571429,2.4830384352452106,2.2399887242146264,43.75,31.296566822712222,9.298009630007009,91.96428571428572,2.0824518215982017,0.9965307191303636,61.60714285714286,56,45548,0.518947776882305,0.1828062034436439,0.3306875076321895,92.06428571428572,102.5375,0.0359009649893377,ALL_PLAYOFF_ROTATION_PLAYERS,5,5,1.0,46.8,24.6,0.5011408083441982,5.8,7.8,0.2445328031809145,0.2724935732647814,5,1.0,45.0,COMPLETE,True,Both stars played at least half of terminal-series games at 15+ MPG,0.5110097950271401,108.57888582002116,0.3527901374995818,89.19239904988123,160.80760095011877,HIGH,5.439201995012469,7.92,4,COMPLETE,,,,,,,0.0,0.0,0.0,0.0,NOT_MODELED,NOT_MODELED,NOT_MODELED,COMPLETE,NORMALIZED_NAME,6.5,6.0,0.6,25.0,0.26,2.6,1.2,3.8,1.5,13.3,10.7,91.07142857142856,94.64285714285714,57.14285714285714,96.42857142857144,99.10714285714286,96.42857142857144,13.636363636363637,68.18181818181817,SG,GUARD,,,,,,,,,NOT_MODELED,675.955,0,38,0.3567695961995249,,,,,,1.7647779729564117,0.6228628139846158,,,16.817295977584628,0.4845679012345679,7.837690409306417,0.5,PARTIAL,83.33333333333333,0.6666666666666666,PARTIAL,33.09659090909091,0.6666666666666666,PARTIAL,75.0,50.44642857142857,POSITION_GROUP_NEARBY_ERA_PERCENTILE,89.58333333333333,1.0,89.58333333333333,Pressure Valve,0.0,2.0238033596911036,,58.75,37.5,75.0,58.75,62.5,25.0,48.95833333333333,20.685369318181817,18.75,29.46456755050505,84.57977207977207,0.1709401709401709,63.96517368122963,1.0,73.5537885564125,0.6666666666666666,73.5537885564125,PARTIAL,91.07142857142856,85.55641663886968,85.55641663886968,COMPLETE,,85.55641663886968,85.55641663886968,COMPLETE,85.55641663886968,85.55641663886968,OBSERVED_PRODUCTION_GEOMEAN_FIT_DESCRIPTIVE_ONLY,92.10361954416686,97.7586835226499,78.24945230722803,69.75889362349753,84.09169450202036,1.0,COMPLETE,83.52126207910003,93.75,93.75,93.1509421077454,69.75889362349753,65.702525704275,COVERAGE_SHRUNK,81.24999999999997,BASKETBALL_REFERENCE_SRS,83.77248670542718,3.5,0.3124999999999997,0.375,4.1875,87.95998670542718,1.0,CORE_GEOMEAN_RATE43_RUN22_RESPONSIBILITY15_FIT20_PLUS_BOUNDED_CONTEXT,0.21385,1.0,1.0,87.3026965609906,90.09597911673437,20000,20260910
2016-17,201939,Stephen Curry,Stephen,1610612744,GSW,29.0,17,16,1,0.941,600.7483333333333,151,312,0.484,72,172,0.419,103,114,0.904,22,84,106,114,58,34,4,9,37,89,477,245,831.2,5,1,845.0,925.0,13,1,6,6,5,3,3,75,1,1,42,2,3,44,11,8,11,3,3,2,52,191,196,3,2,1,2,6,3,2,2.0,1,123.1,125.0,125.0,104.0,106.5,106.5,19.1,18.4,18.4,0.27,1.97,21.5,0.039,0.12,0.083,10.9,10.9,0.599,0.6585487077534791,0.289,0.293,104.82,102.79,85.66,102.79,0.173,1290,8.9,18.4,9,7,7,58,77,77,12,14,14,20,64,50,71,90,73,135,133,36,26,20,20,15,35,35,13,10,12,4,Champion,SERIES_INFERENCE,POROUND_FILTER_IGNORED,35.33813725490196,28.058823529411764,18.352941176470587,1.9655172413793105,99.08431332508498,82.33277939343581,94.91525423728812,98.98109561468084,93.01142748812082,96.57018722884048,93.01142748812082,1,2,201142,Kevin Durant,0.279,0.179,Stephen Curry,Kevin Durant,OWNER_REVIEWED,Owner-reviewed: Durant was the primary option; Curry was the second.,OWNER_REVIEWED,27.732558139534884,10.0,2.2093023255813953,0.2352071005917159,0.2109533468559837,0.2375,0.1472422385620915,0.1362467866323907,0.0384615384615384,12.748473563214455,7.342691314073462,94.44444444444444,16.32479602932717,5.8673388841845755,92.85714285714286,0.5597641253433279,0.060036305300154,91.26984126984128,0.1936666666666666,0.0602452659010819,88.09523809523809,0.1442222222222222,0.0919279297497643,92.85714285714286,4.510650346220229,2.52559079030645,97.61904761904762,27.72045149405485,7.553770812999532,80.15873015873017,1.9490474474054356,0.8345247097723952,65.87301587301587,63,47139,0.5708459252649567,0.3636794689426268,0.2875770507349455,96.41095238095238,110.37619047619047,0.0877027824885223,ALL_PLAYOFF_ROTATION_PLAYERS,5,5,1.0,37.6,26.8,0.6194526627218935,9.4,8.0,0.2203947368421052,0.2,5,1.0,39.8,COMPLETE,True,Both stars played at least half of terminal-series games at 15+ MPG,0.5631705611874479,116.93592547964973,0.3845409173714157,90.27626713073744,159.72373286926256,HIGH,3.5802137767220903,7.13,4,COMPLETE,16.760562015503872,-10.15820895522388,23.42390572390572,-3.7175,26.918770970727753,-0.2226347531779708,1032.0,134.0,297.0,320.0,COMPLETE,CONTEXTUAL_NOT_CAUSAL,LOW,COMPLETE,NORMALIZED_NAME,9.7,8.3,1.4,27.1,0.272,2.3,1.1,3.4,1.8,14.1,13.8,95.23809523809524,98.4126984126984,77.77777777777779,98.4126984126984,98.4126984126984,97.61904761904762,83.33333333333334,96.66666666666669,PG,GUARD,,,65.0,0.492,0.476,-0.095,34.0,37.0,COMPLETE,533.1033333333334,86,20,0.3817746045557662,,,52.0,-0.122,27.0,10.307144700082397,0.2397010395367999,3.8951418924729992,2.037458836062799,8.389536383787998,0.5642857142857143,6.8314796267987985,0.6666666666666666,PARTIAL,56.17559523809524,1.0,COMPLETE,78.07539682539682,1.0,COMPLETE,84.61538461538461,65.50925925925925,POSITION_GROUP_NEARBY_ERA_PERCENTILE,62.5,1.0,78.07539682539682,Defensive Anchor,5.807504486309721,1.3505824386766794,3.511514340559366,18.75,79.16666666666667,81.25,18.75,20.83333333333333,18.75,10.532924107142858,16.265707671957667,15.865384615384617,14.221338798161712,73.13831381911737,0.3214285714285714,55.53680254131206,1.0,63.732786639035616,0.9444444444444444,63.732786639035616,PARTIAL,95.23809523809524,91.8282772141949,91.8282772141949,COMPLETE,59.210526315789465,88.56650212435436,88.56650212435436,COMPLETE,91.8282772141949,91.8282772141949,OBSERVED_PRODUCTION_GEOMEAN_FIT_DESCRIPTIVE_ONLY,78.58377635799825,98.4126984126984,68.82918716666853,79.37782863966656,82.7497071435099,1.0,COMPLETE,93.10745109747745,81.25,81.25,76.48071514415838,79.37782863966656,62.96985404797808,COVERAGE_SHRUNK,36.97549864437259,BASKETBALL_REFERENCE_SRS,84.62406579709881,3.5,-0.13024501355627408,0.1875,3.5572549864437257,88.18132078354253,1.0,CORE_GEOMEAN_RATE43_RUN22_RESPONSIBILITY15_FIT20_PLUS_BOUNDED_CONTEXT,0.079,1.0,1.0,87.46923913654284,90.92478743616856,20000,20260910
2025-26,1628384,OG Anunoby,OG,1610612752,NYK,28.0,17,14,3,0.824,585.8583333333333,111,198,0.561,44,90,0.489,76,89,0.854,15,92,107,28,10,26,19,17,45,61,342,163,637.4,2,0,611.0,640.0,26,10,49,18,13,10,14,35,5,11,23,7,9,51,33,9,15,49,74,8,7,221,215,10,8,6,11,20,5,12,14.0,1,116.2,117.3,117.3,103.5,103.8,103.8,12.7,13.4,13.4,0.072,2.8,10.1,0.027,0.151,0.092,3.6,3.6,0.672,0.721032214538708,0.183,0.188,98.76,98.15,81.79,98.15,0.157,1199,6.5,11.6,26,25,25,70,79,79,30,31,31,157,28,157,138,65,84,34,34,26,19,93,96,100,114,114,26,27,47,4,Champion,SERIES_INFERENCE,POROUND_FILTER_IGNORED,34.46225490196078,20.11764705882353,11.647058823529411,2.8,47.16610402637321,22.251301726500408,87.14285714285715,88.07163405810881,51.73112811711914,54.7152509212695,51.73112811711914,3,2,1628973,Jalen Brunson,0.317,0.271,Jalen Brunson,Karl-Anthony Towns,OWNER_REVIEWED,Owner-reviewed: Anunoby was New York's second option; Towns is treated as the third star.,OWNER_REVIEWED,21.39282735613011,5.629691409507923,2.8148457047539615,0.1553839164016356,0.122146822948797,0.0585774058577405,0.1277771719374772,0.1248541423570595,0.2317073170731707,13.54053126420646,6.268213691074433,84.82142857142857,16.594711914116758,4.810919579579436,84.82142857142857,0.5764925764472391,0.061555679393522,99.10714285714286,0.1897678571428571,0.05687046404877,50.89285714285714,0.1488571428571428,0.0798490604138808,13.392857142857142,5.178813007497501,2.4160713539958754,58.03571428571429,29.076331465165374,6.987513759725253,74.10714285714286,1.9141167976357585,0.9426676267564292,84.82142857142857,56,49952,0.5763567690411792,0.3954170899650073,0.2920194152838921,97.55232142857145,111.68035714285716,0.1446754454975288,ALL_PLAYOFF_ROTATION_PLAYERS,5,5,1.0,36.0,21.2,0.7142857142857143,1.0,4.8,0.2030651340996168,0.1399082568807339,5,1.0,39.0,COMPLETE,True,Both stars played at least half of terminal-series games at 15+ MPG,0.5618101383030321,128.3409047612797,0.3849966274375572,86.89885332876946,163.10114667123054,HIGH,4.022733188720173,8.28,4,COMPLETE,13.796327683615822,21.66277372262774,14.340963855421686,11.491872791519434,-7.866446039011919,-10.71553710291417,1062.0,411.0,166.0,283.0,COMPLETE,CONTEXTUAL_NOT_CAUSAL,LOW,COMPLETE,NORMALIZED_NAME,9.4,5.4,4.0,23.8,0.308,2.5,1.2,3.8,1.7,17.3,4.0,99.10714285714286,100.0,94.64285714285714,97.32142857142856,100.0,92.85714285714286,78.94736842105263,100.0,PF,BIG,,,60.0,0.483,0.528,-0.127,62.0,72.0,COMPLETE,701.515,124,0,0.3526707308255868,,,45.0,0.11,114.0,5.530347211356556,1.1675177446197176,3.686898140904371,3.809794745601183,6.636416653627868,0.6203703703703703,5.468898909008151,0.6666666666666666,PARTIAL,49.404761904761905,1.0,COMPLETE,75.60829156223893,1.0,COMPLETE,80.0,87.1031746031746,POSITION_GROUP_NEARBY_ERA_PERCENTILE,52.77777777777777,1.0,75.60829156223893,Defensive Anchor,6.363370704831686,0.0,2.309287755785692,70.0,61.111111111111114,12.499999999999996,70.0,38.888888888888886,87.5,34.583333333333336,29.40322449642625,70.0,44.6621859432532,68.22512138431888,0.4455445544554455,63.39095252357859,1.0,65.76363303976404,0.9444444444444444,65.76363303976404,PARTIAL,99.10714285714286,80.69434150890426,80.69434150890426,COMPLETE,36.84210526315789,76.30911788432962,76.30911788432962,COMPLETE,80.69434150890426,80.69434150890426,OBSERVED_PRODUCTION_GEOMEAN_FIT_DESCRIPTIVE_ONLY,45.727820310437515,98.65162369237952,78.85855363824757,90.6712453295419,76.39927575775926,1.0,COMPLETE,94.09614506952715,25.0,73.12470322826769,65.35227907699017,90.6712453295419,64.88787564866604,COVERAGE_SHRUNK,33.85016001931649,BASKETBALL_REFERENCE_SRS,83.57197039461816,3.5,-0.16149839980683509,0.3333333333333334,3.6718349335264984,87.24380532814466,1.0,CORE_GEOMEAN_RATE43_RUN22_RESPONSIBILITY15_FIT20_PLUS_BOUNDED_CONTEXT,0.0,0.99985,1.0,86.10571776560366,89.96679360880087,20000,20260910
